occ_date,x_coordina,y_coordina,week_no,month_no,day_mo,occ_year,day_no,fyear,call_group_type,case_desc_type
2013-02-02,7640817,685612,213,49,2,2013,1488,2013,4,0
2013-02-16,7685263,687779,211,49,16,2013,1474,2013,4,0
2013-02-18,7664338,695189,211,49,18,2013,1472,2013,4,0
2013-03-05,7670004,670040,209,48,5,2013,1457,2014,4,0
2013-03-13,7692190,676351,207,48,13,2013,1449,2014,4,0
2013-03-18,7686678,675112,207,48,18,2013,1444,2014,4,0
2013-03-19,7679346,682772,207,48,19,2013,1443,2014,4,0
2013-03-27,7664927,669941,205,48,27,2013,1435,2014,4,0
2013-03-28,7642253,682837,205,48,28,2013,1434,2014,4,0
2013-03-29,7641316,704548,205,48,29,2013,1433,2014,4,0
2013-03-31,7648170,685741,205,48,31,2013,1431,2014,4,0
2013-04-07,7643174,673914,204,47,7,2013,1424,2014,4,0
2013-04-17,7668647,682241,202,47,17,2013,1414,2014,4,0
2013-04-28,7661099,695172,201,47,28,2013,1403,2014,4,0
2013-05-02,7683589,693775,200,46,2,2013,1399,2014,4,0
2013-05-04,7648991,690912,200,46,4,2013,1397,2014,4,0
2013-05-05,7634709,689600,200,46,5,2013,1396,2014,4,0
2013-05-08,7634112,708880,199,46,8,2013,1393,2014,4,0
2013-05-08,7666186,675466,199,46,8,2013,1393,2014,4,0
2013-05-11,7673270,672380,199,46,11,2013,1390,2014,4,0
2013-05-27,7634824,679442,197,46,27,2013,1374,2014,4,0
2013-05-28,7689211,682387,197,46,28,2013,1373,2014,4,0
2013-05-31,7670324,671718,196,46,31,2013,1370,2014,4,0
2013-06-06,7654634,702373,195,45,6,2013,1364,2014,4,0
2013-06-08,7656763,673203,195,45,8,2013,1362,2014,4,0
2013-06-09,7669536,668401,195,45,9,2013,1361,2014,4,0
2013-06-12,7651662,694966,194,45,12,2013,1358,2014,4,0
2013-06-18,7654367,685058,194,45,18,2013,1352,2014,4,0
2013-06-19,7648323,682332,193,45,19,2013,1351,2014,4,0
2013-06-28,7648596,663991,192,45,28,2013,1342,2014,4,0
2013-06-29,7664752,695940,192,45,29,2013,1341,2014,4,0
2013-06-30,7659686,679606,192,45,30,2013,1340,2014,4,0
2013-07-06,7636236,683363,191,44,6,2013,1334,2014,4,0
2013-07-07,7661123,678942,191,44,7,2013,1333,2014,4,0
2013-07-10,7655611,684027,190,44,10,2013,1330,2014,4,0
2013-07-10,7659054,696987,190,44,10,2013,1330,2014,4,0
2013-07-29,7633488,662830,188,44,29,2013,1311,2014,4,0
2013-07-30,7625322,709946,188,44,30,2013,1310,2014,4,0
2013-08-11,7668754,662917,186,43,11,2013,1298,2014,4,0
2013-08-14,7655950,685039,185,43,14,2013,1295,2014,4,0
2013-01-01,7664435,673835,218,50,1,2013,1520,2013,4,0
2013-01-03,7679611,675724,217,50,3,2013,1518,2013,4,0
2013-01-07,7637213,704638,217,50,7,2013,1514,2013,4,0
2013-01-07,7650556,679367,217,50,7,2013,1514,2013,4,0
2013-01-10,7652739,702471,216,50,10,2013,1511,2013,4,0
2013-01-12,7638210,704281,216,50,12,2013,1509,2013,4,0
2013-01-26,7643068,705643,214,50,26,2013,1495,2013,4,0
2013-02-04,7630793,707485,213,49,4,2013,1486,2013,4,0
2013-02-04,7662298,667822,213,49,4,2013,1486,2013,4,0
2013-02-05,7637838,665017,213,49,5,2013,1485,2013,4,0
2013-02-05,7683751,674553,213,49,5,2013,1485,2013,4,0
2013-02-10,7655731,676146,212,49,10,2013,1480,2013,4,0
2013-02-15,7640297,685352,211,49,15,2013,1475,2013,4,0
2013-02-15,7644272,675665,211,49,15,2013,1475,2013,4,0
2013-03-01,7649221,681909,209,48,1,2013,1461,2014,4,0
2013-03-03,7649000,694847,209,48,3,2013,1459,2014,4,0
2013-03-03,7669057,671694,209,48,3,2013,1459,2014,4,0
2013-03-10,7664137,663323,208,48,10,2013,1452,2014,4,0
2013-03-12,7690086,685206,208,48,12,2013,1450,2014,4,0
2013-03-27,7631220,709591,205,48,27,2013,1435,2014,4,0
2013-03-27,7653414,681149,205,48,27,2013,1435,2014,4,0
2013-04-08,7679542,682495,204,47,8,2013,1423,2014,4,0
2013-04-11,7664430,698385,203,47,11,2013,1420,2014,4,0
2013-04-13,7686951,681314,203,47,13,2013,1418,2014,4,0
2013-04-27,7690581,676386,201,47,27,2013,1404,2014,4,0
2013-04-28,7680778,667621,201,47,28,2013,1403,2014,4,0
2013-04-29,7674946,688723,201,47,29,2013,1402,2014,4,0
2013-05-12,7642507,686260,199,46,12,2013,1389,2014,4,0
2013-05-19,7637710,688995,198,46,19,2013,1382,2014,4,0
2013-06-05,7658096,673557,195,45,5,2013,1365,2014,4,0
2013-06-11,7644833,686438,195,45,11,2013,1359,2014,4,0
2013-06-12,7675381,680519,194,45,12,2013,1358,2014,4,0
2013-06-14,7681168,666904,194,45,14,2013,1356,2014,4,0
2013-06-27,7633394,669005,192,45,27,2013,1343,2014,4,0
2013-06-27,7647602,684709,192,45,27,2013,1343,2014,4,0
2013-07-07,7676804,674855,191,44,7,2013,1333,2014,4,0
2013-07-15,7651983,661037,190,44,15,2013,1325,2014,4,0
2013-07-23,7632514,709494,189,44,23,2013,1317,2014,4,0
2013-07-30,7640313,662502,188,44,30,2013,1310,2014,4,0
2013-08-05,7657315,674511,187,43,5,2013,1304,2014,4,0
2013-08-10,7644627,686568,186,43,10,2013,1299,2014,4,0
2013-08-11,7644523,712704,186,43,11,2013,1298,2014,4,0
2013-01-10,7644983,682927,216,50,10,2013,1511,2013,4,0
2013-01-15,7649512,662045,216,50,15,2013,1506,2013,4,0
2013-01-18,7681906,666469,215,50,18,2013,1503,2013,4,0
2013-01-25,7684508,685176,214,50,25,2013,1496,2013,4,0
2013-01-28,7622479,708886,214,50,28,2013,1493,2013,4,0
2013-02-02,7650325,663764,213,49,2,2013,1488,2013,4,0
2013-02-02,7687198,682189,213,49,2,2013,1488,2013,4,0
2013-02-07,7668931,661307,212,49,7,2013,1483,2013,4,0
2013-02-08,7635448,663024,212,49,8,2013,1482,2013,4,0
2013-02-10,7654941,684046,212,49,10,2013,1480,2013,4,0
2013-02-16,7668773,666403,211,49,16,2013,1474,2013,4,0
2013-02-17,7652831,681319,211,49,17,2013,1473,2013,4,0
2013-02-18,7650671,680779,211,49,18,2013,1472,2013,4,0
2013-02-21,7644386,686468,210,49,21,2013,1469,2013,4,0
2013-02-27,7680611,687004,209,49,27,2013,1463,2013,4,0
2013-03-01,7680101,671775,209,48,1,2013,1461,2014,4,0
2013-03-13,7676760,682370,207,48,13,2013,1449,2014,4,0
2013-03-18,7626720,708832,207,48,18,2013,1444,2014,4,0
2013-03-19,7643043,703199,207,48,19,2013,1443,2014,4,0
2013-03-27,7662330,682626,205,48,27,2013,1435,2014,4,0
2013-04-08,7674430,683416,204,47,8,2013,1423,2014,4,0
2013-04-11,7669590,673915,203,47,11,2013,1420,2014,4,0
2013-04-18,7679685,681251,202,47,18,2013,1413,2014,4,0
2013-04-20,7680474,667868,202,47,20,2013,1411,2014,4,0
2013-05-08,7659120,673237,199,46,8,2013,1393,2014,4,0
2013-05-21,7643429,702561,198,46,21,2013,1380,2014,4,0
2013-05-21,7643553,683797,198,46,21,2013,1380,2014,4,0
2013-05-28,7675029,671540,197,46,28,2013,1373,2014,4,0
2013-06-03,7669172,664962,196,45,3,2013,1367,2014,4,0
2013-06-04,7649302,699869,196,45,4,2013,1366,2014,4,0
2013-06-08,7678289,686187,195,45,8,2013,1362,2014,4,0
2013-06-09,7687558,683064,195,45,9,2013,1361,2014,4,0
2013-06-27,7643433,683706,192,45,27,2013,1343,2014,4,0
2013-06-30,7692057,681056,192,45,30,2013,1340,2014,4,0
2013-07-15,7638173,683476,190,44,15,2013,1325,2014,4,0
2013-07-15,7670332,673818,190,44,15,2013,1325,2014,4,0
2013-07-18,7650167,677355,189,44,18,2013,1322,2014,4,0
2013-07-18,7684045,689465,189,44,18,2013,1322,2014,4,0
2013-07-23,7649722,691224,189,44,23,2013,1317,2014,4,0
2013-07-31,7678457,694396,187,44,31,2013,1309,2014,4,0
2013-08-16,7658159,692259,185,43,16,2013,1293,2014,4,0
2013-08-17,7659027,691351,185,43,17,2013,1292,2014,4,0
2013-08-20,7632486,691558,185,43,20,2013,1289,2014,4,0
2013-09-08,7632353,709530,182,42,8,2013,1270,2014,4,0
2013-09-10,7648147,662058,182,42,10,2013,1268,2014,4,0
2013-09-11,7686976,677298,181,42,11,2013,1267,2014,4,0
2013-09-12,7677050,671706,181,42,12,2013,1266,2014,4,0
2013-09-17,7667025,663131,181,42,17,2013,1261,2014,4,0
2013-09-20,7670108,666194,180,42,20,2013,1258,2014,4,0
2013-09-22,7668959,669697,180,42,22,2013,1256,2014,4,0
2013-09-23,7646107,696477,180,42,23,2013,1255,2014,4,0
2013-09-24,7669593,677189,180,42,24,2013,1254,2014,4,0
2013-09-24,7681778,676846,180,42,24,2013,1254,2014,4,0
2013-09-28,7670858,677074,179,42,28,2013,1250,2014,4,0
2013-09-30,7676150,670725,179,42,30,2013,1248,2014,4,0
2013-10-04,7633938,689534,178,41,4,2013,1244,2014,4,0
2013-10-10,7684328,695193,177,41,10,2013,1238,2014,4,0
2013-10-13,7658855,674616,177,41,13,2013,1235,2014,4,0
2013-10-22,7649202,685456,176,41,22,2013,1226,2014,4,0
2013-10-28,7644995,694241,175,41,28,2013,1220,2014,4,0
2013-11-05,7624184,708153,174,40,5,2013,1212,2014,4,0
2013-11-07,7677741,663951,173,40,7,2013,1210,2014,4,0
2013-11-10,7642507,686260,173,40,10,2013,1207,2014,4,0
2013-11-14,7633494,703613,172,40,14,2013,1203,2014,4,0
2013-11-15,7683659,677810,172,40,15,2013,1202,2014,4,0
2013-11-24,7650644,685664,171,40,24,2013,1193,2014,4,0
2013-11-27,7679525,682585,170,40,27,2013,1190,2014,4,0
2013-12-09,7677327,687500,169,39,9,2013,1178,2014,4,0
2013-12-13,7649079,681529,168,39,13,2013,1174,2014,4,0
2013-12-16,7691877,672228,168,39,16,2013,1171,2014,4,0
2013-12-18,7649139,689183,167,39,18,2013,1169,2014,4,0
2013-12-20,7654712,676250,167,39,20,2013,1167,2014,4,0
2013-12-24,7643293,717486,167,39,24,2013,1163,2014,4,0
2013-01-01,7644077,682947,218,50,1,2013,1520,2013,3,3
2013-01-01,7690425,681190,218,50,1,2013,1520,2013,3,3
2013-01-06,7670733,681167,217,50,6,2013,1515,2013,3,3
2013-01-07,7624525,713087,217,50,7,2013,1514,2013,3,3
2013-01-09,7649069,695261,216,50,9,2013,1512,2013,3,3
2013-01-11,7677157,675190,216,50,11,2013,1510,2013,3,3
2013-01-13,7680187,676547,216,50,13,2013,1508,2013,3,3
2013-01-14,7639163,669097,216,50,14,2013,1507,2013,3,3
2013-01-14,7682799,674194,216,50,14,2013,1507,2013,3,3
2013-01-16,7649699,703326,215,50,16,2013,1505,2013,3,3
2013-01-17,7650007,674518,215,50,17,2013,1504,2013,3,3
2013-01-19,7671434,662933,215,50,19,2013,1502,2013,3,3
2013-01-19,7673545,684739,215,50,19,2013,1502,2013,3,3
2013-08-18,7657242,669981,185,43,18,2013,1291,2014,4,0
2013-08-18,7659993,672095,185,43,18,2013,1291,2014,4,0
2013-08-20,7650823,670782,185,43,20,2013,1289,2014,4,0
2013-08-22,7687011,684711,184,43,22,2013,1287,2014,4,0
2013-08-28,7677617,684293,183,43,28,2013,1281,2014,4,0
2013-09-02,7633323,709467,183,42,2,2013,1276,2014,4,0
2013-09-05,7688899,681885,182,42,5,2013,1273,2014,4,0
2013-09-08,7669752,674086,182,42,8,2013,1270,2014,4,0
2013-09-12,7661769,692397,181,42,12,2013,1266,2014,4,0
2013-09-21,7693380,675141,180,42,21,2013,1257,2014,4,0
2013-09-23,7683343,673851,180,42,23,2013,1255,2014,4,0
2013-09-28,7631571,709399,179,42,28,2013,1250,2014,4,0
2013-10-04,7665173,698367,178,41,4,2013,1244,2014,4,0
2013-10-12,7683409,673733,177,41,12,2013,1236,2014,4,0
2013-10-19,7679026,664551,176,41,19,2013,1229,2014,4,0
2013-10-25,7647593,683917,175,41,25,2013,1223,2014,4,0
2013-10-26,7654061,674831,175,41,26,2013,1222,2014,4,0
2013-10-27,7668897,664604,175,41,27,2013,1221,2014,4,0
2013-10-28,7664913,672299,175,41,28,2013,1220,2014,4,0
2013-10-31,7661236,693129,174,41,31,2013,1217,2014,4,0
2013-10-31,7683293,674102,174,41,31,2013,1217,2014,4,0
2013-11-03,7622492,711057,174,40,3,2013,1214,2014,4,0
2013-11-04,7649787,662738,174,40,4,2013,1213,2014,4,0
2013-11-05,7647567,699725,174,40,5,2013,1212,2014,4,0
2013-11-11,7693676,679802,173,40,11,2013,1206,2014,4,0
2013-11-12,7688965,674445,173,40,12,2013,1205,2014,4,0
2013-11-17,7650488,676747,172,40,17,2013,1200,2014,4,0
2013-11-17,7678555,668909,172,40,17,2013,1200,2014,4,0
2013-11-18,7671591,693175,172,40,18,2013,1199,2014,4,0
2013-12-04,7643429,702561,169,39,4,2013,1183,2014,4,0
2013-12-07,7637981,688034,169,39,7,2013,1180,2014,4,0
2013-12-13,7648584,682325,168,39,13,2013,1174,2014,4,0
2013-12-16,7649291,688292,168,39,16,2013,1171,2014,4,0
2013-12-24,7692840,677247,167,39,24,2013,1163,2014,4,0
2013-01-01,7661716,668078,218,50,1,2013,1520,2013,3,3
2013-01-02,7668820,661608,217,50,2,2013,1519,2013,3,3
2013-01-03,7675757,682101,217,50,3,2013,1518,2013,3,3
2013-01-08,7650593,683382,217,50,8,2013,1513,2013,3,3
2013-01-10,7669275,668437,216,50,10,2013,1511,2013,3,3
2013-01-13,7655845,680082,216,50,13,2013,1508,2013,3,3
2013-01-13,7657472,688561,216,50,13,2013,1508,2013,3,3
2013-01-14,7645134,685650,216,50,14,2013,1507,2013,3,3
2013-01-18,7630800,654595,215,50,18,2013,1503,2013,3,3
2013-08-14,7654427,687688,185,43,14,2013,1295,2014,4,0
2013-08-14,7677457,690998,185,43,14,2013,1295,2014,4,0
2013-08-18,7672908,671717,185,43,18,2013,1291,2014,4,0
2013-08-21,7674381,696228,184,43,21,2013,1288,2014,4,0
2013-08-25,7648332,682593,184,43,25,2013,1284,2014,4,0
2013-08-27,7665411,697850,184,43,27,2013,1282,2014,4,0
2013-08-28,7663629,687681,183,43,28,2013,1281,2014,4,0
2013-08-29,7651571,660948,183,43,29,2013,1280,2014,4,0
2013-09-02,7679549,682745,183,42,2,2013,1276,2014,4,0
2013-09-10,7673540,684818,182,42,10,2013,1268,2014,4,0
2013-09-15,7679624,683572,181,42,15,2013,1263,2014,4,0
2013-09-16,7657888,679396,181,42,16,2013,1262,2014,4,0
2013-09-23,7657055,678422,180,42,23,2013,1255,2014,4,0
2013-09-27,7642856,683435,179,42,27,2013,1251,2014,4,0
2013-09-28,7626630,709531,179,42,28,2013,1250,2014,4,0
2013-09-28,7669005,694088,179,42,28,2013,1250,2014,4,0
2013-10-06,7625552,709922,178,41,6,2013,1242,2014,4,0
2013-10-08,7641341,688469,178,41,8,2013,1240,2014,4,0
2013-10-08,7668156,664249,178,41,8,2013,1240,2014,4,0
2013-10-12,7675533,662190,177,41,12,2013,1236,2014,4,0
2013-10-13,7655581,681339,177,41,13,2013,1235,2014,4,0
2013-10-15,7662746,661439,177,41,15,2013,1233,2014,4,0
2013-10-22,7665559,668759,176,41,22,2013,1226,2014,4,0
2013-10-30,7655217,676548,174,41,30,2013,1218,2014,4,0
2013-11-04,7647954,690976,174,40,4,2013,1213,2014,4,0
2013-11-05,7650015,698471,174,40,5,2013,1212,2014,4,0
2013-11-08,7674956,670972,173,40,8,2013,1209,2014,4,0
2013-11-09,7664786,670072,173,40,9,2013,1208,2014,4,0
2013-11-11,7640231,706174,173,40,11,2013,1206,2014,4,0
2013-11-13,7649700,688929,172,40,13,2013,1204,2014,4,0
2013-11-24,7665502,671249,171,40,24,2013,1193,2014,4,0
2013-11-25,7650121,687580,171,40,25,2013,1192,2014,4,0
2013-12-03,7638979,706807,170,39,3,2013,1184,2014,4,0
2013-12-16,7637473,677400,168,39,16,2013,1171,2014,4,0
2013-12-21,7670549,683810,167,39,21,2013,1166,2014,4,0
2013-12-23,7681469,674306,167,39,23,2013,1164,2014,4,0
2013-12-27,7687134,678012,166,39,27,2013,1160,2014,4,0
2013-01-03,7670398,663487,217,50,3,2013,1518,2013,3,3
2013-01-08,7667411,679662,217,50,8,2013,1513,2013,3,3
2013-01-09,7648547,690430,216,50,9,2013,1512,2013,3,3
2013-01-10,7634005,667637,216,50,10,2013,1511,2013,3,3
2013-01-10,7652267,681756,216,50,10,2013,1511,2013,3,3
2013-01-11,7649764,676506,216,50,11,2013,1510,2013,3,3
2013-08-22,7630477,709663,184,43,22,2013,1287,2014,4,0
2013-08-24,7633517,705172,184,43,24,2013,1285,2014,4,0
2013-09-01,7648271,695396,183,42,1,2013,1277,2014,4,0
2013-09-04,7670131,681725,182,42,4,2013,1274,2014,4,0
2013-09-04,7676346,673226,182,42,4,2013,1274,2014,4,0
2013-09-08,7656086,672047,182,42,8,2013,1270,2014,4,0
2013-09-08,7662557,684266,182,42,8,2013,1270,2014,4,0
2013-09-08,7667844,666479,182,42,8,2013,1270,2014,4,0
2013-09-09,7643771,694922,182,42,9,2013,1269,2014,4,0
2013-09-12,7652647,692628,181,42,12,2013,1266,2014,4,0
2013-09-17,7640297,685612,181,42,17,2013,1261,2014,4,0
2013-09-22,7676875,671491,180,42,22,2013,1256,2014,4,0
2013-09-25,7667673,684677,179,42,25,2013,1253,2014,4,0
2013-09-26,7674844,671835,179,42,26,2013,1252,2014,4,0
2013-09-28,7660045,685962,179,42,28,2013,1250,2014,4,0
2013-10-03,7665824,669817,178,41,3,2013,1245,2014,4,0
2013-10-05,7663544,698152,178,41,5,2013,1243,2014,4,0
2013-10-07,7676209,686108,178,41,7,2013,1241,2014,4,0
2013-10-15,7669108,668018,177,41,15,2013,1233,2014,4,0
2013-10-18,7645397,685347,176,41,18,2013,1230,2014,4,0
2013-10-18,7654728,662208,176,41,18,2013,1230,2014,4,0
2013-10-22,7690735,676383,176,41,22,2013,1226,2014,4,0
2013-11-02,7642353,683448,174,40,2,2013,1215,2014,4,0
2013-11-02,7647560,682878,174,40,2,2013,1215,2014,4,0
2013-11-02,7655921,680809,174,40,2,2013,1215,2014,4,0
2013-11-17,7661443,688679,172,40,17,2013,1200,2014,4,0
2013-11-22,7648659,682194,171,40,22,2013,1195,2014,4,0
2013-11-23,7654025,702672,171,40,23,2013,1194,2014,4,0
2013-12-16,7668948,696387,168,39,16,2013,1171,2014,4,0
2013-12-21,7639104,683547,167,39,21,2013,1166,2014,4,0
2013-12-24,7659932,670706,167,39,24,2013,1163,2014,4,0
2013-12-27,7638738,687174,166,39,27,2013,1160,2014,4,0
2013-12-30,7652460,701892,166,39,30,2013,1157,2014,4,0
2013-12-30,7661528,697221,166,39,30,2013,1157,2014,4,0
2013-12-30,7678309,671432,166,39,30,2013,1157,2014,4,0
2013-01-03,7671542,684879,217,50,3,2013,1518,2013,3,3
2013-01-06,7655883,695017,217,50,6,2013,1515,2013,3,3
2013-01-08,7673147,667560,217,50,8,2013,1513,2013,3,3
2013-01-12,7658021,673567,216,50,12,2013,1509,2013,3,3
2013-01-12,7664512,674353,216,50,12,2013,1509,2013,3,3
2013-01-13,7657472,688561,216,50,13,2013,1508,2013,3,3
2013-01-13,7682799,674194,216,50,13,2013,1508,2013,3,3
2013-01-20,7659685,672921,215,50,20,2013,1501,2013,3,3
2013-01-22,7664454,699190,215,50,22,2013,1499,2013,3,3
2013-01-26,7627999,712845,214,50,26,2013,1495,2013,3,3
2013-01-26,7669567,669982,214,50,26,2013,1495,2013,3,3
2013-01-26,7692100,672047,214,50,26,2013,1495,2013,3,3
2013-01-27,7671134,678690,214,50,27,2013,1494,2013,3,3
2013-01-30,7673161,666357,213,50,30,2013,1491,2013,3,3
2013-02-03,7691580,691713,213,49,3,2013,1487,2013,3,3
2013-02-04,7666355,669782,213,49,4,2013,1486,2013,3,3
2013-02-05,7659738,671891,213,49,5,2013,1485,2013,3,3
2013-02-06,7666594,674739,212,49,6,2013,1484,2013,3,3
2013-02-14,7679790,686253,211,49,14,2013,1476,2013,3,3
2013-02-17,7627831,657182,211,49,17,2013,1473,2013,3,3
2013-02-21,7666709,689102,210,49,21,2013,1469,2013,3,3
2013-02-24,7687679,676407,210,49,24,2013,1466,2013,3,3
2013-02-28,7681489,676261,209,49,28,2013,1462,2013,3,3
2013-03-02,7626218,712466,209,48,2,2013,1460,2014,3,3
2013-03-03,7661361,676606,209,48,3,2013,1459,2014,3,3
2013-03-03,7669237,679861,209,48,3,2013,1459,2014,3,3
2013-03-04,7693600,680856,209,48,4,2013,1458,2014,3,3
2013-03-06,7669547,666342,208,48,6,2013,1456,2014,3,3
2013-03-07,7639238,682943,208,48,7,2013,1455,2014,3,3
2013-03-16,7683148,673807,207,48,16,2013,1446,2014,3,3
2013-03-19,7626091,711878,207,48,19,2013,1443,2014,3,3
2013-03-19,7673334,666494,207,48,19,2013,1443,2014,3,3
2013-03-20,7667983,661793,206,48,20,2013,1442,2014,3,3
2013-03-22,7666289,670130,206,48,22,2013,1440,2014,3,3
2013-03-23,7666246,698003,206,48,23,2013,1439,2014,3,3
2013-03-24,7649069,695261,206,48,24,2013,1438,2014,3,3
2013-03-25,7659129,663664,206,48,25,2013,1437,2014,3,3
2013-03-25,7676346,673226,206,48,25,2013,1437,2014,3,3
2013-03-26,7656812,687497,206,48,26,2013,1436,2014,3,3
2013-03-26,7670887,673620,206,48,26,2013,1436,2014,3,3
2013-03-27,7644517,694952,205,48,27,2013,1435,2014,3,3
2013-03-29,7636264,675086,205,48,29,2013,1433,2014,3,3
2013-04-08,7664281,699247,204,47,8,2013,1423,2014,3,3
2013-04-08,7677849,693282,204,47,8,2013,1423,2014,3,3
2013-04-10,7679058,683105,203,47,10,2013,1421,2014,3,3
2013-04-11,7649724,672225,203,47,11,2013,1420,2014,3,3
2013-04-19,7653982,693797,202,47,19,2013,1412,2014,3,3
2013-04-20,7627816,710430,202,47,20,2013,1411,2014,3,3
2013-04-20,7664828,663998,202,47,20,2013,1411,2014,3,3
2013-04-20,7680875,673919,202,47,20,2013,1411,2014,3,3
2013-01-21,7677557,696372,215,50,21,2013,1500,2013,3,3
2013-01-25,7671484,685845,214,50,25,2013,1496,2013,3,3
2013-01-26,7645419,696981,214,50,26,2013,1495,2013,3,3
2013-01-27,7667257,668534,214,50,27,2013,1494,2013,3,3
2013-01-28,7641007,679611,214,50,28,2013,1493,2013,3,3
2013-01-28,7642246,685270,214,50,28,2013,1493,2013,3,3
2013-01-28,7680818,671407,214,50,28,2013,1493,2013,3,3
2013-01-31,7639716,689685,213,50,31,2013,1490,2013,3,3
2013-01-31,7677009,687336,213,50,31,2013,1490,2013,3,3
2013-02-01,7648601,701828,213,49,1,2013,1489,2013,3,3
2013-02-03,7624766,715692,213,49,3,2013,1487,2013,3,3
2013-02-06,7659259,684943,212,49,6,2013,1484,2013,3,3
2013-02-07,7635372,707836,212,49,7,2013,1483,2013,3,3
2013-02-14,7662927,695928,211,49,14,2013,1476,2013,3,3
2013-02-22,7655048,686124,210,49,22,2013,1468,2013,3,3
2013-02-25,7653166,679103,210,49,25,2013,1465,2013,3,3
2013-02-28,7654824,689244,209,49,28,2013,1462,2013,3,3
2013-03-02,7653180,676713,209,48,2,2013,1460,2014,3,3
2013-03-03,7664141,692831,209,48,3,2013,1459,2014,3,3
2013-03-03,7668941,674408,209,48,3,2013,1459,2014,3,3
2013-03-07,7649026,680954,208,48,7,2013,1455,2014,3,3
2013-03-08,7668567,694586,208,48,8,2013,1454,2014,3,3
2013-03-19,7638139,687741,207,48,19,2013,1443,2014,3,3
2013-03-19,7639776,706998,207,48,19,2013,1443,2014,3,3
2013-03-20,7654801,677940,206,48,20,2013,1442,2014,3,3
2013-03-21,7660591,681767,206,48,21,2013,1441,2014,3,3
2013-03-21,7688868,681759,206,48,21,2013,1441,2014,3,3
2013-03-25,7639655,681379,206,48,25,2013,1437,2014,3,3
2013-03-29,7666865,664913,205,48,29,2013,1433,2014,3,3
2013-03-30,7666506,662951,205,48,30,2013,1432,2014,3,3
2013-04-02,7692192,681182,205,47,2,2013,1429,2014,3,3
2013-04-03,7664344,669269,204,47,3,2013,1428,2014,3,3
2013-04-04,7658085,683368,204,47,4,2013,1427,2014,3,3
2013-04-05,7669580,666278,204,47,5,2013,1426,2014,3,3
2013-04-06,7644436,685008,204,47,6,2013,1425,2014,3,3
2013-04-06,7669600,691954,204,47,6,2013,1425,2014,3,3
2013-04-08,7660760,664874,204,47,8,2013,1423,2014,3,3
2013-04-10,7645741,706800,203,47,10,2013,1421,2014,3,3
2013-04-11,7642880,695671,203,47,11,2013,1420,2014,3,3
2013-04-11,7661046,667764,203,47,11,2013,1420,2014,3,3
2013-04-14,7679056,683004,203,47,14,2013,1417,2014,3,3
2013-04-19,7644088,703132,202,47,19,2013,1412,2014,3,3
2013-04-26,7683617,676206,201,47,26,2013,1405,2014,3,3
2013-01-17,7680413,670259,215,50,17,2013,1504,2013,3,3
2013-01-19,7692358,678816,215,50,19,2013,1502,2013,3,3
2013-01-20,7636312,687627,215,50,20,2013,1501,2013,3,3
2013-01-21,7667988,671541,215,50,21,2013,1500,2013,3,3
2013-01-24,7626873,667496,214,50,24,2013,1497,2013,3,3
2013-01-28,7665838,670720,214,50,28,2013,1493,2013,3,3
2013-01-29,7647861,702620,214,50,29,2013,1492,2013,3,3
2013-02-03,7679612,677742,213,49,3,2013,1487,2013,3,3
2013-02-07,7657108,691542,212,49,7,2013,1483,2013,3,3
2013-02-09,7640995,679383,212,49,9,2013,1481,2013,3,3
2013-02-15,7666289,670130,211,49,15,2013,1475,2013,3,3
2013-02-17,7669966,675269,211,49,17,2013,1473,2013,3,3
2013-02-19,7624944,663955,211,49,19,2013,1471,2013,3,3
2013-02-20,7684486,679348,210,49,20,2013,1470,2013,3,3
2013-02-24,7648693,690300,210,49,24,2013,1466,2013,3,3
2013-02-25,7674972,696973,210,49,25,2013,1465,2013,3,3
2013-02-25,7675920,676472,210,49,25,2013,1465,2013,3,3
2013-03-02,7681723,666353,209,48,2,2013,1460,2014,3,3
2013-03-04,7683944,678715,209,48,4,2013,1458,2014,3,3
2013-03-04,7684361,675353,209,48,4,2013,1458,2014,3,3
2013-03-12,7669926,675391,208,48,12,2013,1450,2014,3,3
2013-03-14,7641578,679537,207,48,14,2013,1448,2014,3,3
2013-03-14,7644221,678077,207,48,14,2013,1448,2014,3,3
2013-03-14,7650711,701399,207,48,14,2013,1448,2014,3,3
2013-03-15,7661704,696819,207,48,15,2013,1447,2014,3,3
2013-03-19,7630932,710345,207,48,19,2013,1443,2014,3,3
2013-03-24,7666678,696619,206,48,24,2013,1438,2014,3,3
2013-03-24,7669082,699232,206,48,24,2013,1438,2014,3,3
2013-03-30,7685813,675850,205,48,30,2013,1432,2014,3,3
2013-04-06,7669392,668527,204,47,6,2013,1425,2014,3,3
2013-04-07,7654756,663771,204,47,7,2013,1424,2014,3,3
2013-04-08,7655106,697159,204,47,8,2013,1423,2014,3,3
2013-04-12,7670277,670518,203,47,12,2013,1419,2014,3,3
2013-04-15,7660071,670511,203,47,15,2013,1416,2014,3,3
2013-04-18,7667648,676792,202,47,18,2013,1413,2014,3,3
2013-04-20,7650489,673537,202,47,20,2013,1411,2014,3,3
2013-04-20,7665846,693897,202,47,20,2013,1411,2014,3,3
2013-04-22,7679884,677116,202,47,22,2013,1409,2014,3,3
2013-04-23,7684059,676389,202,47,23,2013,1408,2014,3,3
2013-04-27,7649023,687244,201,47,27,2013,1404,2014,3,3
