x,y
7646200.78774329,654290.41276573
7646252.02706198,654130.89760806
7646247.69409328,653963.4109558
7646188.2753525,653806.75858093
7646080.44250738,653678.52975883
7645993.70290452,653627.13356274
7646161.97092625,652968.28132291
7646176.68003044,652815.56829997
7646144.39305832,652665.58437899
7646068.14984449,652532.4506212
7645955.12872568,652428.70163651
7645887.99487653,652397.53856893
7645985.92286061,652281.23033191
7646045.39970018,652125.58492041
7646047.01448023,652072.13359525
7646067.62184671,652072.28298223
7646207.52868971,652031.23230016
7646329.64409257,651951.56479359
7646423.58380923,651840.05509513
7646481.35955068,651706.18558061
7646504.89297097,651618.11353531
7646551.26320419,651444.76019618
7646567.60323533,651290.23577353
7646535.71564546,651138.15692744
7646458.6801117,651003.21130745
7646343.93666238,650898.43185025
7646202.56712519,650833.93806939
7646048.22485345,650815.95872103
7644269.32153646,650887.24316215
7643680.43173393,650906.09048074
7643527.37613563,650935.27944183
7643390.73731174,651010.1649773
7643283.78453806,651123.47479957
7643216.90421733,651264.2051599
7643196.59123436,651418.689445
7643217.36315426,652226.36366347
7642594.57677302,652246.52433104
7642589.7790137,652084.36006105
7642561.53910939,651932.86750989
7642488.50751443,651797.16978924
7642377.62149571,651690.15681758
7642239.4141096,651621.99375078
7642087.01366756,651599.15539453
7641548.92085755,651602.36682453
7641390.74775079,651629.04156017
7641249.16111292,651704.43053286
7641138.73319545,651820.77462713
7641070.82936035,651966.09958164
7641066.31390344,651982.04191479
7641015.44880599,652045.41482482
7640878.81207761,652176.2781664
7640873.45950076,652180.51229375
7640842.50184311,652207.12628481
7640805.03517311,652242.09518481
7640747.49120022,652305.90137484
7640740.75952298,652314.79680224
7639417.76399815,652363.79663207
7638623.13609669,652392.14456569
7638607.21769586,651889.90753582
7638606.81539242,651880.19652558
7638590.51775551,651561.68398897
7638585.61782098,651445.13562745
7638555.50542453,651294.03300501
7638480.81673747,651159.27262896
7638368.64382674,651053.65067563
7638229.6380751,650987.19648135
7638076.99877864,650966.22020653
7637742.29648864,650972.28623653
7637587.42273569,650999.84240073
7637448.77532467,651074.15334848
7637405.70431885,651119.21063369
7637290.58179011,651139.02892888
7637283.17072923,651142.50726255
7636886.89638577,651151.45801739
7636741.24464327,651176.60001464
7636609.30750925,651243.22690701
7636502.61446856,651345.51642351
7636430.48902064,651474.52987197
7636399.23393434,651618.99325729
7636407.4677429,651717.21926624
7636015.71420622,651861.79955853
7635417.38198843,651932.287125
7635274.64449441,651971.13721497
7635199.48788261,652018.5388755
7635093.07251357,651918.05371047
7634952.03834319,651851.10146354
7634797.23034825,651830.90925492
7634546.73886825,651837.68893492
7634394.73399582,651865.70198546
7634268.91011793,651933.23884542
7634137.75750829,651936.897853
7633983.96834019,651965.67728333
7633846.60317726,652040.57839043
7633739.1124667,652154.26704851
7633672.02142535,652295.61115346
7633651.89943727,652450.7706502
7633657.96546727,652666.2932302
7633658.06036005,652669.33544002
7633674.09005569,653137.50595113
7633594.92061858,653127.82052328
7633026.49763858,653150.30052328
7632869.23699236,653182.29452957
7632730.2125302,653262.46139434
7632623.74628931,653382.54247877
7632560.80622051,653530.16725659
7632547.87629069,653690.12770233
7632568.80433314,653949.46892563
7632455.14373648,653952.60006756
7632448.34648843,653952.833594
7631558.13070658,653989.48116258
7631552.8848801,653989.64325273
7631479.83688559,653921.69386092
7631337.09147313,653855.64465468
7631180.89018298,653837.2080775
7631038.14603322,653842.98581395
7631038.94557205,653833.26342465
7631039.18463676,653830.24450231
7631040.81142596,653808.87933166
7631046.27602572,653789.26051886
7631065.41880621,653731.17958037
7631078.26898745,653703.02469034
7631109.2120162,653646.43519169
7631160.93426151,653503.95233475
7631167.58367227,653352.51805687
7631128.54912625,653206.0501102
7630656.82585625,652128.4372002
7630577.37613028,652002.335657
7630464.28687839,651905.2548697
7630327.60669499,651845.82099366
7630179.4803569,651829.31505164
7629327.30595689,651862.24822882
7629309.81415582,651776.10253484
7629232.77159672,651639.86021291
7629117.38093184,651534.11277484
7628974.94930452,651469.22242318
7628819.43360485,651451.54777029
7628535.75736485,651464.03666029
7628485.48181883,651468.80286654
7628448.119145,651474.2603339
7627606.01520357,651507.47396999
7627569.16278038,651510.29459494
7627471.89812181,651521.36780096
7627135.11520593,651534.20406234
7626859.09361287,651544.54595816
7626763.29372859,651566.32154061
7626441.99175712,651577.90241986
7626387.70193729,651564.05966581
7626360.22637729,651560.49140581
7626295.83199,651556.32743
7626286.19771,651556.32743
7626148.83719227,651575.56544297
7626121.36162227,651583.41560297
7625997.82958502,651637.6391102
7625961.07656501,651660.1191202
7625830.88276857,651775.12675767
7625747.89650706,651927.73888599
7625722.13494633,652099.53388969
7625729.98510634,652404.26283969
7625730.03059781,652405.9217883
7625739.2202359,652721.90402504
7625746.3054194,653138.86704107
7625750.95278619,653397.34576319
7625750.99086719,653399.25979219
7625762.66452811,653934.47948505
7625763.36339957,654154.62119378
7625763.88709307,654175.96717834
7625787.99924954,654701.11580381
7625791.81271257,654817.94645538
7625814.28923659,655515.78914465
7625818.72920241,655568.08202038
7625826.66959008,655625.58968086
7625829.77662493,655748.97345648
7625797.429665,655749.98430473
7625644.57462435,655778.97817623
7625508.03129929,655853.55182046
7625401.01998278,655966.48492531
7625333.90164233,656106.84316842
7625313.17475837,656261.03689176
7625320.31126837,656576.82743176
7625348.70220448,656731.97983901
7625424.01179475,656870.56836791
7625427.07970568,656873.46245469
7625437.63039121,657335.35565267
7625465.87103005,657489.96796318
7625540.71332786,657628.17480346
7625654.76211714,657736.31995549
7625796.74823689,657803.71759669
7625889.43272517,657815.60271127
7625902.59216028,658605.62248278
7625902.67546139,658609.64936422
7625915.87800139,659143.81709422
7625918.01458473,659179.25397118
7625941.06191083,659419.27544017
7625944.68434841,659660.99082652
7625944.78356849,659665.96180018
7625951.07187849,659918.15608018
7625951.56326149,659937.86293057
7625951.61122856,659939.65737256
7625958.35670257,660176.11362371
7625893.54266882,660212.87983249
7625786.85073499,660330.81904655
7625763.91119389,660382.75244577
7625761.58000841,660384.05168518
7625654.35925722,660500.40873572
7625588.86453066,660644.44238974
7625571.65453684,660801.72897152
7625588.17792457,661132.52726311
7625582.86787378,661227.82875208
7625601.09103649,661392.16073243
7625671.91102146,661541.56492633
7625787.58378135,661659.70423412
7625935.46069261,661733.66031936
7625986.41055314,661740.40113101
7625989.38410486,661860.68837704
7625989.62932904,661868.27612947
7626018.11005425,662581.71847408
7626031.61483376,662986.5064061
7626031.90273149,662993.61696216
7626043.69786351,663241.31465671
7626046.52511025,663388.16524842
7626045.57079086,663355.56302429
7626016.22007022,663200.80922853
7625940.18297901,663062.86517151
7625825.00549963,662955.42053297
7625682.11793824,662889.13820571
7625525.70057195,662870.59610147
7625383.68403195,662876.30531147
7625202.63160355,662918.14198442
7625179.08112355,662928.48991442
7625053.94005046,663007.37926825
7624973.65948683,663100.52199655
7624941.30640311,663104.96650742
7624912.80120539,663119.10413064
7624831.16344352,663043.02715916
7624689.45690781,662976.97510124
7624534.2782427,662957.91733344
7624380.4864727,662963.26971344
7624308.40850742,662977.35307804
7624197.01395842,662964.33980565
7623863.73896842,662981.46742565
7623724.59851803,663008.74899183
7623598.71105636,663073.99234999
7623404.95482636,663212.44063999
7623346.36077079,663276.30541436
7623342.77401322,663272.49113871
7623241.07875322,663368.12036871
7623145.53515893,663491.33559001
7623092.59014368,663637.98958596
7623087.3922013,663793.82138812
7623130.44679152,663943.67755727
7623217.56718798,664072.98573833
7623265.38179798,664124.36860833
7623389.26401946,664221.203062
7623537.09385009,664274.77597859
7623689.90208779,664279.65052096
7623720.95385957,664309.39010245
7623771.29914583,664357.60827899
7623821.1465287,664412.03869048
7623854.41724898,664448.36928064
7623930.11927057,664531.3001911
7623982.9993739,664610.77487645
7624194.1263439,664837.33589645
7624219.7447566,664857.57152538
7624236.83559084,664883.22985318
7624615.20501084,665289.35583318
7624733.69770407,665383.06195579
7624874.76902566,665437.10118218
7625025.54122034,665446.54051868
7625172.25098454,665410.51829149
7625301.50585537,665332.32280485
7625545.16841187,665128.86716053
7625550.85407724,665126.02991952
7625562.4490358,665114.43802326
7625574.96714537,665103.98553485
7625574.02860145,665102.86151585
7625664.36360156,665012.55037378
7625665.96575131,665009.34188074
7625685.04672019,665010.22076894
7625724.52618603,665010.47888453
7625751.61743794,665009.58583148
7625755.62975921,665193.41942787
7625784.14385609,665349.28227642
7625859.99502826,665488.39690887
7625975.56591225,665596.79272084
7626097.26824189,665653.36574948
7626100.63329705,665851.14221717
7626100.78926537,665857.74494388
7626122.8845194,666588.62000022
7626125.41359283,666684.54176379
7626001.48131131,666753.4383627
7625895.83937007,666866.08781252
7625829.61314843,667005.60199052
7625809.12065926,667158.67117808
7625812.34292303,667305.31783082
7625701.1669973,667310.45984587
7625559.47513104,667337.86304354
7625431.51216202,667404.59383677
7625327.93869552,667505.09287778
7625257.38344542,667630.98758335
7625225.7243753,667771.78965537
7625235.59900485,667915.76886185
7625302.96873485,668226.80979185
7625314.56430748,668270.63669009
7625316.5937927,668277.10568311
7625316.93210883,668278.54089976
7625317.05627455,668279.61700883
7625317.50785932,668283.53072951
7625297.24670985,668334.8111563
7625272.1659021,668396.40201315
7625261.56195964,668420.84998242
7625221.6479178,668582.74787247
7625237.18902337,668748.76754472
7625306.45685316,668900.4449171
7625421.74770029,669020.91100405
7625570.23935135,669096.76802153
7625735.41712472,669119.57943802
7625770.74284472,669118.50895802
7625781.99305888,669118.04119696
7625862.99243888,669113.75929696
7625864.85436034,669113.65738753
7625883.76611034,669112.58690753
7625980.20574102,669097.58720082
7626116.74722406,669062.42366051
7626185.15181819,669070.13163517
7626200.60058157,669710.9195344
7626206.65181356,669994.61520074
7626206.67137799,669995.49602613
7626221.29304799,670628.66151613
7626222.07210076,670647.30897671
7626235.35742109,670866.92969028
7626246.4280695,671132.11042544
7626243.03971521,671147.61247831
7626213.89954596,671149.29529649
7626071.12357221,671203.77478343
7625951.47128839,671298.83436556
7625866.11965038,671425.59433978
7625823.04152304,671572.21380684
7625825.82955062,671704.52528406
7625811.96518939,671740.45744212
7625804.33867933,671899.80155018
7625819.15430933,672031.07459018
7625861.81053965,672184.07399193
7625950.30061066,672315.97500881
7626075.69468102,672413.4670497
7626225.33879828,672466.71185312
7626249.72114777,672471.2074395
7626253.5463172,672627.08304145
7626183.0348122,672671.90626152
7626082.44196659,672794.95304324
7626025.54600324,672943.3521013
7626018.09556079,673102.10953258
7626060.843415,673255.18484751
7626271.94553961,673713.14579959
7626294.83629843,673774.77476981
7626290.74892,673799.84417
7626290.74892,674019.64866
7626291.21549489,674041.24396493
7626304.77486489,674354.89355493
7626335.94939083,674508.340935
7626413.05671617,674644.62156421
7626528.53478684,674750.37015622
7626671.05846083,674815.21575645
7626826.65018516,674832.79884031
7626899.75012695,674829.52919205
7626964.47573295,674836.29698099
7627368.04533295,674824.52174099
7627441.34635684,674807.55120975
7627749.7322381,674797.39858383
7629018.75854218,674763.89999958
7629038.4746046,674762.98986601
7629300.30927076,674745.71845303
7629426.05359672,674741.78894014
7629910.54825396,674776.03243678
7630135.53110993,674739.88014748
7630166.05457895,674727.36130458
7630276.92614044,674725.4637459
7630287.27422397,674725.17945986
7630850.68460046,674703.86246744
7630931.64157329,674773.1105843
7630928.06795482,674787.89634605
7630935.44426867,674931.44936198
7630942.93760867,674969.27286198
7630959.00891159,675013.38556349
7630833.1869982,675019.48577762
7630696.44758243,675067.77947519
7630579.31816913,675153.28181196
7630536.49035967,675195.32016702
7630517.5156856,675191.56119039
7630369.83926463,675206.74202335
7630233.12944658,675264.61437122
7630119.4379035,675360.07648953
7630089.8213935,675393.61807953
7629994.24980333,675555.00789231
7629992.40187195,675566.6598863
7629984.85461963,675568.08607726
7629848.08811324,675642.74422116
7629740.94452526,675755.87762594
7629673.82917627,675896.49926598
7629663.0499442,675977.4402581
7629651.16369018,675979.87185525
7629511.58975904,676060.89928684
7629405.09758246,676182.16652583
7629364.54078708,676279.05739201
7629331.40915349,676285.18917607
7629193.68550249,676360.03400914
7629085.9028069,676473.84281202
7629018.65375737,676615.43065902
7628998.54747026,676770.88254965
7629017.10240026,677415.66616965
7629043.05892504,677560.9047446
7629110.27331932,677692.24479954
7629212.89309545,677798.25030118
7629341.98295051,677869.69114492
7629486.30278046,677900.34683793
7629486.6886005,677900.31324236
7629488.22721469,677901.74078142
7629442.80210171,677996.96004885
7629422.43284569,678152.39111251
7629428.84094092,678388.77856996
7629412.34755339,678473.83345699
7629415.49592901,678503.13648908
7629405.75696289,678512.49368336
7629287.33735676,678498.51106224
7629201.69923676,678502.07931224
7629200.53574423,678502.1291484
7629111.32938423,678506.0542284
7629032.6426088,678521.935498
7628961.43916706,678523.49410012
7628922.09696154,678487.7142856
7628776.93422687,678423.08676786
7628704.0643868,678415.79672768
7628472.73282912,678189.21313197
7628131.33549999,677853.16127046
7628023.07424653,677772.23150763
7627897.09159422,677723.25705685
7627762.59441854,677709.81699556
7627227.35620854,677729.08557556
7627075.20860519,677758.5983473
7626939.40759422,677833.28423833
7626833.00088075,677945.96745903
7626766.21197794,678085.82145204
7626745.45793601,678239.40910338
7626754.1648448,678648.19843515
7626633.20874845,678706.6097686
7626516.86226112,678821.25594588
7626443.6738983,678967.28236345
7626421.45439556,679129.10493535
7626428.24912556,679375.03605535
7626430.95447615,679374.96131033
7626440.72657342,679449.01845271
7626442.04292,679474.02902953
7626442.04292,679510.8358
7626442.1342377,679520.39139321
7626448.9139177,679875.07590321
7626475.83730187,680027.64651932
7626548.17231009,680164.65129334
7626658.97401149,680272.93630838
7626797.60426313,680342.1050502
7626950.753085,680365.51658321
7627206.1425643,680364.53052475
7627130.67078408,680451.43239146
7627070.57493149,680586.79616004
7627067.72033149,680597.14410004
7627051.70757103,680774.68327191
7627083.45806664,680890.08559881
7627099.26034415,681293.21535244
7626988.03356173,681353.61975367
7626880.36735039,681467.09127203
7626813.03172259,681608.27806948
7626811.63608279,681618.88023384
7626624.55834329,681620.31515734
7626536.6448894,681628.79030397
7626509.8829794,681633.78585397
7626394.72982303,681670.112818
7626367.25426303,681682.601718
7626284.19031342,681730.45213457
7626263.13761342,681745.43879457
7626250.56144704,681754.69052313
7626223.79953704,681775.02958313
7626124.56268041,681875.49680812
7626103.15315041,681904.39966812
7626032.98711297,682036.88235666
7626005.24877407,682184.21029064
7626022.43180325,682333.13872675
7626082.9914506,682470.27903698
7626181.48341944,682583.30234276
7626309.05330714,682662.04787803
7626445.22950455,682720.03044963
7626518.98278517,682755.48377746
7626542.5600481,683502.01174929
7626542.59583599,683503.10687039
7626554.83897657,683865.58400953
7626547.69629398,683872.8928008
7626508.48668251,683918.14354319
7626492.07271251,683939.55307319
7626482.00917063,683953.14973241
7626467.73615063,683973.13196241
7626414.1192731,684068.93104782
7626394.4938731,684115.31835782
7626383.04831924,684144.963145
7626373.05720924,684173.509175
7626353.59790728,684246.28654967
7626345.74774728,684288.03512967
7626340.8757792,684319.39555369
7626333.95965576,684375.62662153
7626328.73068482,684379.43083213
7626289.83670482,684412.25878213
7626213.58786714,684492.6888071
7626182.54405714,684533.7237371
7626140.69966245,684599.00002156
7626004.39233245,684853.05975156
7625980.93859093,684903.27080789
7625957.03128093,684962.86065789
7625930.01621026,685054.91496992
7625921.80923026,685097.73402992
7625916.19788327,685134.26880881
7625896.21565327,685306.61550881
7625896.11222487,685307.51469183
7625892.85618231,685336.04946655
7625892.70257585,685336.1697055
7625801.92830339,685478.72669341
7625763.83186737,685643.38125578
7625782.76578003,685811.32163298
7625856.56684462,685963.36066156
7625882.38820321,685999.39794877
7625888.47920069,686200.40075189
7625919.95209228,686360.46253352
7626001.27118433,686501.87512883
7626014.11690433,686517.57544883
7626142.13615449,686628.67141931
7626299.91630141,686690.61226454
7626469.32446606,686696.27943461
7626610.32023096,686651.54792747
7626625.83104107,686650.29337661
7626653.60868293,686648.3326048
7626772.49084269,686625.23811876
7626797.82544269,686617.03112876
7626851.38296239,686596.21066672
7626884.21091239,686581.22399672
7626929.2189205,686554.49614785
7626999.00171802,686585.33947716
7627148.34385103,686602.49618363
7627802.76176103,686578.58887363
7627955.89684706,686548.63040974
7628092.34010903,686472.92637818
7628198.80313893,686358.84970485
7628264.91734721,686217.51048313
7628284.24377482,686062.67394568
7628258.02416631,685256.25572294
7629375.79101424,685219.52573852
7629320.2357795,685278.97069688
7629254.08825055,685419.77562136
7629234.41867647,685574.09551702
7629247.62121647,686022.62513702
7629276.84653908,686176.9552567
7629352.5101322,686314.60308995
7629467.14493581,686421.98449953
7629471.33929103,686423.94523687
7629467.88533083,686434.57549283
7629445.76215083,686564.45996283
7629442.45746522,686709.89627739
7629453.77592691,686750.91007493
7629446.85830602,686755.78788461
7629437.59104161,686760.36383655
7629423.28886037,686764.36406393
7629286.22970983,686782.56278888
7629124.75861728,686832.85632268
7628989.29089802,686934.10280563
7628895.32533431,687074.71868706
7628853.61247114,687238.61618648
7628868.92465271,687407.04388719
7628876.3999624,687435.07630506
7628784.27468118,687499.30753154
7628161.25741118,688109.12225154
7628096.03399951,688193.42143396
7627975.54878985,688204.53953257
7627820.99587245,688276.25483045
7627699.49672675,688395.70208168
7627625.15968206,688549.0112204
7627590.03924451,688671.02444474
7627590.37890077,688670.15104245
7627547.88664814,688797.80765839
7627544.01807882,688944.72347541
7627583.03119287,689086.41751216
7627613.97119072,689135.3665866
7627605.16489036,689156.33128881
7627594.15552954,689320.58321041
7627597.01012954,689349.48607041
7627624.45337963,689470.55512003
7627680.87739279,689581.13168846
7627808.26408279,689768.82188846
7627832.10232859,689793.84517441
7627826.96275295,689957.99351364
7627877.61851224,690118.17150708
7627892.29191239,690146.69741891
7627859.84426317,690190.70176204
7627842.7231822,690212.5787066
7627782.82558676,690285.00589782
7627727.71696103,690346.95130729
7627297.83952735,690667.64834761
7627248.83100001,690709.37888952
7627226.82145663,690730.71121705
7627203.19900447,690738.58536515
7627171.19629604,690750.48168219
7627139.08200604,690763.68423219
7627115.6954799,690774.00521762
7627077.1583299,690792.20330762
7626956.30779289,690872.5647544
7626863.62696779,690984.2476944
7626806.92433069,691117.84269944
7626790.97715008,691262.09422233
7626805.19001635,691661.83105878
7626826.55085017,692404.11996655
7626826.5821726,692405.17005277
7626858.41894285,693436.15494255
7625271.62198375,693466.65560781
7625225.37727208,692639.43921268
7625193.66834286,692490.05432401
7625118.34749996,692357.2082786
7625061.14849149,692304.09414067
7625011.71860764,692217.48845881
7624894.85353802,692111.71911535
7624750.86911653,692047.58577861
7624733.36499614,692045.78575742
7624731.59329882,691846.59649625
7624820.46409487,691830.3499882
7624960.71465319,691753.3274116
7625069.45268429,691635.94454656
7625135.54224098,691490.2226645
7625152.21503984,691331.08525786
7625109.62337326,690575.50915476
7625708.7529124,690555.09522617
7625864.95208078,690524.41920426
7626003.59365659,690446.20340038
7626110.62537419,690328.37551764
7626175.19884182,690182.87821251
7626190.76909981,690024.45862538
7626171.57040346,689714.66147092
7626200.68264192,689682.89106781
7626265.69262511,689539.38772979
7626282.8245895,689382.7799339
7626266.35975585,689048.67334751
7626273.37387209,689041.23012683
7626339.95488194,688901.7540672
7626360.76026377,688748.60793382
7626355.05105377,688465.28851382
7626355.03971999,688464.74096269
7626333.27336999,687440.29504269
7626305.05681679,687285.00403539
7626229.84022737,687146.2454843
7626115.1186252,687037.84610783
7625972.32354568,686970.60745758
7625815.68393063,686951.22958825
7625372.50669063,686966.92990825
7625220.11225247,686996.4386933
7625084.11162051,687071.26289585
7624980.12601494,687181.52570475
7624865.80630564,687185.67697815
7624744.45609823,687190.04602296
7624642.4824335,687092.35890904
7624499.28397568,687024.02328391
7624341.88506669,687003.99481832
7624230.96739183,687007.63146226
7624219.87976336,686995.32175054
7624100.65420037,686898.26870864
7623957.57830145,686842.02535382
7623804.17790571,686831.90871411
7623664.21276455,686866.58175844
7623650.66383829,686216.23352945
7623622.62821641,686061.26352843
7623547.78128506,685922.70078387
7623433.548368,685814.29166077
7623291.26214615,685746.79108016
7623135.03837873,685726.89555791
7622466.34745873,685747.94825791
7622312.77213817,685777.23876349
7622310.95140741,685778.23919965
7622302.77903411,685774.39280942
7622147.93484658,685754.70973073
7621818.22810658,685764.70085073
7621664.50069314,685793.85243055
7621527.31052985,685869.0906612
7621420.09233787,685983.0476336
7621353.34575124,686124.56380025
7621333.6071116,686279.78080433
7621334.76782933,686317.67178057
7621257.55431359,686332.48976111
7621121.3078835,686407.21432787
7621014.58248467,686520.15918095
7620947.68644616,686660.41527039
7620927.08108256,686814.43562483
7620933.14711256,687077.77282483
7620961.4236713,687232.39700977
7621036.30887751,687370.60123632
7621150.40161587,687478.72639249
7621207.07339748,687505.60490535
7621208.48905002,687511.53192474
7621219.91089046,687529.76351283
7621151.65503493,687568.01259737
7621044.81679316,687684.37592237
7620979.61325286,687828.26244586
7620962.55298795,687985.309511
7620982.45299629,688379.59501442
7619790.34571407,688395.38949965
7619788.04260359,688395.42532012
7619781.01329985,688395.55084323
7619774.99918037,688219.56848946
7619774.95678641,688218.37007962
7619758.18598641,687759.84934962
7619757.02044306,687739.42871396
7619744.88838306,687583.13916396
7619702.70792053,687417.45311706
7619607.17260724,687275.6643253
7619469.45283616,687174.351334
7619305.65138549,687125.36008669
7619134.92061377,687134.41884723
7619008.39543041,687163.35391928
7618346.05772477,687190.03419177
7618087.02106312,687200.38271806
7617943.11786105,687190.74903544
7617775.13187275,687208.0868463
7617622.49962046,687280.35916123
7617502.63332552,687399.32118579
7617429.20728307,687551.40178362
7617410.59790429,687719.25166587
7617453.43190733,688441.05757787
7617456.26044922,688519.18388258
7616975.38904712,688548.2427302
7616973.57475104,688548.35236748
7616851.90887408,688550.65414677
7616833.91317236,688551.31895015
7616658.71186236,688560.95324015
7616507.34778669,688593.26826037
7616373.11825116,688670.32522452
7616268.88531452,688784.74042828
7616204.63672015,688925.55044943
7616186.52885676,689079.26267802
7616218.99997676,689930.29141802
7616288.13058794,691706.66679105
7616299.11493968,692102.10344397
7616327.99771683,692256.23829661
7616403.20395087,692393.84567278
7616517.33582489,692501.38953801
7616646.86369833,692562.4878725
7616646.45040461,692569.08261724
7616679.85052625,692711.31065461
7616752.93715549,692837.81254142
7616769.35112549,692858.50842142
7616934.12128731,692993.32279782
7617084.70163731,693070.04027782
7617174.93369963,693099.04255321
7617248.474367,693153.8061032
7617381.11822839,693198.47935122
7617369.9449152,693244.51676012
7617369.81251721,693245.06362192
7617346.97568721,693339.62236192
7617333.82023313,693485.5891839
7617363.5532676,693629.09990041
7617433.62020215,693757.82442711
7617463.48434082,693787.25877166
7617379.3562804,693789.26093841
7617323.53188921,693799.5398763
7617272.02357333,693793.41779393
7616865.95618333,693809.11811393
7616718.02464429,693837.54666426
7616585.27393491,693908.74478132
7616559.58250491,693928.01335132
7616445.57682783,694047.65766741
7616376.80053427,694197.93034697
7616360.76731237,694362.41436618
7616362.90826237,694393.45818618
7616396.83390818,694543.11623624
7616439.22129679,694615.28638981
7616396.96671558,694700.92950392
7616374.22885718,694854.11558962
7616381.36536718,695731.54941962
7616381.70841255,695746.44211225
7616409.90905779,696489.62448979
7615592.03186974,696507.89738292
7615438.00207815,696535.85141425
7615300.16604813,696610.06619304
7615192.03535199,696723.26671035
7615124.2096546,696864.35632491
7615103.33766613,697019.50452717
7615113.32877613,697445.19730717
7615113.34197325,697445.74672682
7615134.72777849,698316.148929
7615151.82059252,699141.70968203
7614333.15667248,699157.65336435
7614179.77328495,699184.91479505
7614042.22527706,699258.05982017
7613933.8656164,699369.98762329
7613865.21370674,699509.83241037
7613842.93417915,699664.01824572
7613865.41418915,701403.89922572
7613894.918072,701566.7696088
7613975.97856344,701711.08328631
7614099.71232827,701821.02507195
7614252.55951147,701884.54655944
7614430.0971109,701925.66389029
7614469.69390232,701938.55041829
7614632.80649089,701963.02523177
7614696.67824089,701961.95475177
7614703.94401366,701961.78014926
7614909.11090348,701955.35753219
7614943.42157712,701954.28452524
7614946.35290174,701962.85301186
7614946.56228609,701963.46377048
7615022.04297415,702183.17282893
7615045.18551779,702251.97496913
7615004.20591686,702335.51612098
7614982.57132905,702484.8370366
7614957.95993108,702486.37418916
7614917.99548108,702490.65609916
7614873.20414987,702497.52030867
7614841.08985987,702503.94315867
7614809.58353822,702511.31209836
7614780.32384822,702519.16225836
7614741.07180991,702531.4446958
7614708.24386991,702543.2199458
7614677.69726219,702555.32384192
7614644.86931219,702569.59685192
7614603.68326795,702589.79850886
7614574.42358795,702605.85565886
7614532.09144375,702631.90486798
7614483.20635375,702665.44645798
7614452.96123997,702687.92050782
7614365.89581997,702757.85830782
7614364.69092999,702758.82924165
7614185.92136999,702903.34355165
7614131.67541265,702954.32047274
7614080.64937265,703009.98524274
7614033.20136757,703070.49734978
7614027.49215757,703079.06115978
7614021.17068484,703088.78589328
7613998.33385484,703124.82527328
7613963.5219387,703189.9510185
7613939.9714587,703243.1180085
7613937.55692919,703248.65920091
7613936.48645919,703251.15698091
7613896.0837297,703453.04290405
7613906.25555617,704485.1658751
7613838.12461485,704519.48036713
7613732.56081618,704619.50283239
7613660.24411066,704745.67138335
7613656.4222896,704762.0991239
7613630.19210621,704757.97865485
7613489.36154286,704776.27237993
7613359.35475423,704833.42255808
7613307.05304709,704865.97039078
7613103.33690581,704870.4554547
7612946.44619103,704899.36629938
7612806.64766442,704976.22269328
7612698.17311423,705093.20049155
7612632.06548107,705238.39110476
7612615.05466303,705397.01381875
7612631.96357931,705713.45206764
7612637.83554085,706286.48671941
7612587.97823022,706310.16186994
7612468.27022605,706429.20155028
7612437.05885698,706473.05352201
7612303.41042508,706534.22559132
7612181.33522351,706652.95185503
7612030.75487351,706860.26745503
7611964.35367103,706986.15765011
7611936.11345955,707125.65657974
7611948.32253899,707267.46066744
7611970.19934661,707323.61181846
7611928.04489564,707381.72972652
7611905.64517917,707375.04876381
7611759.98408388,707375.41329471
7611620.60911893,707417.74421373
7611499.34891914,707498.44893174
7611406.49473463,707610.6781079
7611395.72035321,707636.24450655
7611310.64053895,707607.13945449
7611150.33563435,707605.92058461
7610997.88438999,707655.49644742
7610868.95827428,707750.77081317
7610776.81045257,707881.94980172
7610729.0339895,707980.50962904
7610504.82721392,708409.94644549
7610455.2634943,708559.50331829
7610414.22192812,708539.07521289
7610252.21410051,708517.32704667
7609219.91802051,708549.08450667
7609067.50954907,708577.83977468
7608931.24531174,708651.91585199
7608824.2367666,708764.18507694
7608756.78036472,708903.84481147
7608735.3668171,709057.45687995
7608741.84165123,709433.45974062
7608636.18435325,709436.47672426
7608484.38754561,709464.65732802
7608348.424622,709537.80444447
7608241.25905834,709648.94381285
7608173.10862698,709787.47877575
7608155.93511333,709903.33858709
7603991.54578424,710012.00262251
7603836.27234654,710041.01427992
7603697.79784817,710117.01645111
7603589.94288419,710232.42365828
7603523.47203433,710375.717562
7603505.01949271,710532.59656133
7603733.48780068,716029.38022817
7603737.66579167,716277.9704335
7603760.9816326,716420.69573559
7603763.7967565,716426.49114182
